gene,k562_de,k562_ad,is_control
ZMYND11,0,2,False
C19orf12,0,0,False
ZNF106,0,0,False
ZNF107,0,0,False
ZNF112,0,1,False
ZNF121,0,0,False
ZNF124,0,0,False
ZNF134,0,0,False
ZNF135,0,0,False
ZNF136,0,0,False
ZNF138,0,1,False
ZNF141,0,0,False
ZNF154,0,0,False
ZNF155,0,0,False
ZNF157,0,0,False
ZNF160,0,0,False
ZNF16,0,4,False
ZNF174,0,0,False
ZNF17,0,0,False
ZNF180,0,0,False
ZNF182,0,0,False
ZNF189,0,0,False
ZNF18,0,0,False
ZNF195,0,0,False
ZNF197,0,0,False
ZNF212,0,0,False
ZNF213,0,0,False
ZNF214,0,0,False
ZNF215,0,0,False
ZNF223,0,0,False
ZNF224,0,0,False
ZNF225,0,0,False
ZNF226,0,0,False
ZNF227,0,0,False
ZNF229,0,0,False
ZNF230,0,0,False
ZNF233,0,0,False
ZNF234,0,0,False
ZNF235,0,1,False
ZNF239,0,0,False
ZNF23,0,0,False
ZNF250,0,1,False
C19orf54,0,0,False
ZNF256,0,1,False
ZNF257,0,0,False
ZNF260,0,7,False
ZNF274,0,0,False
ZNF275,0,2,False
ZNF276,0,0,False
SHFL,0,0,False
ZNF280C,0,0,False
ZNF283,0,0,False
ZNF284,0,0,False
ZNF285,0,0,False
ZNF286A,0,0,False
ZNF286B,0,0,False
ZNF28,0,0,False
ZNF296,0,1,False
ZNF2,0,0,False
ZNF300,0,0,False
ZNF302,0,0,False
ZNF30,0,0,False
C19orf73,0,1,False
ZNF319,0,0,False
ZNF324B,0,0,False
C19orf81,0,0,False
ZNF331,0,2,False
ZNF333,0,0,False
ZNF334,0,0,False
ZNF337,0,0,False
ACSM3,0,0,False
ZNF345,0,0,False
C1GALT1C1,0,0,False
ZNF354B,0,0,False
ZNF354C,0,1,False
ZNF35,0,0,False
ZNF362,0,0,False
ZNF366,0,1,False
ZNF382,0,0,False
ZNF383,0,0,False
ZNF385C,0,0,False
ZNF385D,0,0,False
ZNF391,0,0,False
ZNF394,0,0,False
ZNF395,0,0,False
ZNF3,0,0,False
ZNF404,0,0,False
C1QTNF4,0,0,False
ZNF416,0,0,False
ZNF417,0,0,False
ZNF418,0,0,False
ZNF419,0,1,False
ZNF423,0,0,False
ZNF425,0,0,False
ZNF426,0,0,False
ZNF430,0,0,False
ZNF432,0,0,False
ZNF433,0,0,False
ZNF436,0,0,False
ZNF439,0,0,False
ZNF43,0,1,False
ZNF440,0,0,False
ZNF441,0,0,False
ZNF442,0,0,False
ZNF443,0,0,False
ZNF44,0,0,False
ZNF454,0,0,False
ZNF45,0,2,False
ZNF461,0,0,False
ZNF467,0,0,False
ZNF468,0,0,False
ZNF471,0,0,False
ZNF473,0,0,False
ZNF474,0,0,False
ZNF483,0,0,False
ZNF484,0,0,False
ZNF486,0,0,False
ZNF48,0,0,False
ZNF491,0,0,False
ZNF492,0,0,False
ZNF497,0,0,False
ZNF501,0,0,False
ZNF502,0,0,False
ZNF506,0,0,False
ZNF511,0,0,False
ZNF513,0,0,False
ZNF514,0,1,False
ZNF516,0,0,False
ZNF527,0,0,False
ZNF528,0,0,False
ZNF532,0,0,False
ZNF534,0,0,False
ZNF540,0,0,False
ZNF543,0,0,False
ZNF546,0,0,False
ZNF547,0,0,False
C1orf198,0,0,False
ZNF552,0,0,False
ZNF554,0,0,False
ZNF555,0,0,False
ZNF556,0,0,False
ZNF563,0,0,False
ZNF564,0,0,False
ZNF567,0,0,False
ZNF569,0,0,False
ZNF570,0,1,False
C1orf216,0,0,False
ZNF573,0,0,False
ZNF575,0,0,False
ZNF577,0,0,False
ZNF578,0,0,False
ZNF579,0,0,False
ZNF582,0,0,False
ZNF583,0,0,False
ZNF585A,0,0,False
ZNF585B,0,0,False
ZNF589,0,0,False
ZNF596,0,0,False
ZNF597,0,0,False
ZNF600,0,0,False
ZNF605,0,0,False
ZNF608,0,0,False
ZNF609,0,0,False
ZNF610,0,0,False
ZNF613,0,0,False
ZNF614,0,0,False
ZNF616,0,0,False
ZNF618,0,0,False
ZNF620,0,0,False
ZNF624,0,0,False
ZNF626,0,0,False
ZNF627,0,0,False
ZNF630,0,0,False
ZNF641,0,0,False
CBLL2,0,0,False
ZNF646,0,0,False
ZNF649,0,0,False
ZNF653,0,0,False
ZNF654,0,0,False
ZNF658,0,0,False
ZNF662,0,0,False
ZNF665,0,0,False
ZNF668,0,0,False
ZNF671,0,0,False
ZNF674,0,0,False
ZNF675,0,0,False
ZNF676,0,0,False
ZNF677,0,0,False
ZNF678,0,0,False
ZNF679,0,1,False
ZNF680,0,0,False
ZNF681,0,0,False
ZNF682,0,0,False
ZNF684,0,0,False
ZNF688,0,0,False
ZNF691,0,0,False
ZNF692,0,0,False
ZNF696,0,0,False
ZNF700,0,1,False
ZNF705A,0,0,False
SHLD1,0,0,False
ZNF705D,0,1,False
ZNF707,0,0,False
ZNF708,0,0,False
ZNF709,0,0,False
ZNF710,0,0,False
C20orf203,0,0,False
ZNF711,0,1,False
ZNF713,0,0,False
ZNF716,0,0,False
ZNF717,0,0,False
ZNF720,0,0,False
ZNF726,0,0,False
ZNF727,0,0,False
ZNF728,0,0,False
ZNF732,0,0,False
ZNF736,0,0,False
ZNF737,0,0,False
ZNF749,0,0,False
ZNF750,0,0,False
ZNF75D,0,0,False
C20orf96,0,0,False
ZNF761,0,0,False
ZNF764,0,0,False
ZNF766,0,1,False
ZNF768,0,0,False
ZNF772,0,0,False
ZNF774,0,0,False
ZNF776,0,0,False
ZNF777,0,0,False
ZNF778,0,0,False
GATD3A,0,2,False
ZNF780B,0,0,False
ZNF781,0,0,False
ZNF783,0,0,False
ZNF785,0,0,False
ZNF789,0,0,False
ZNF790,0,0,False
ZNF792,0,1,False
ZNF793,0,0,False
ZNF799,0,0,False
ZNF79,0,0,False
ZNF805,0,0,False
ZNF80,0,0,False
ZNF813,0,0,False
ZNF814,0,0,False
ZNF81,0,1,False
ZNF829,0,0,False
ZNF830,0,0,False
ZNF835,0,0,False
ZNF836,0,0,False
ZNF83,0,0,False
C21orf91,0,0,False
ZNF841,0,0,False
ZNF843,0,0,False
ZNF844,0,0,False
ZNF852,0,0,False
ZNF860,0,1,False
ZNF865,0,0,False
ZNF878,0,0,False
ZNF880,0,0,False
ZNF888,0,0,False
ZNF891,0,0,False
ZNF90,0,0,False
ZNF93,0,0,False
ZNF98,0,0,False
ZNF99,0,0,False
ZNHIT2,0,0,False
ZRANB3,0,0,False
ZSCAN16,0,0,False
ZSCAN1,0,0,False
ZSCAN25,0,0,False
ZSCAN26,0,0,False
ZSCAN29,0,0,False
ZSCAN30,0,0,False
ZSCAN31,0,0,False
ZSCAN5B,0,0,False
C2CD2,0,0,False
ZSCAN9,0,0,False
ZSWIM1,0,0,False
ZUP1,0,0,False
ZXDA,0,0,False
C2CD3,0,0,False
ZXDB,0,0,False
ZYG11A,0,0,False
ZYX,0,0,False
ZZEF1,0,0,False
C2orf68,0,0,False
C2orf69,0,0,False
C3orf33,0,0,False
DIPK2A,0,0,False
C4orf33,0,0,False
C4orf36,0,0,False
C4orf46,0,0,False
C5orf34,0,0,False
C6orf15,0,0,False
C6orf47,0,0,False
C7orf50,0,0,False
FMC1,0,0,False
C8orf44,0,1,False
AOPEP,0,0,False
C9orf64,0,0,False
TMEM250,0,0,False
CAAP1,0,0,False
CACTIN,0,0,False
CALB1,0,0,False
CALCOCO1,0,0,False
CALML4,0,0,False
CAMK2G,0,0,False
CAMKK2,0,0,False
CANT1,0,0,False
CAPN15,0,0,False
CARD8,0,0,False
CARD9,0,0,False
CASC4,0,0,False
KNL1,0,0,False
CASP10,0,0,False
CASP7,0,1,False
CASP8,0,0,False
CASP9,0,0,False
CASZ1,0,0,False
CAT,0,0,False
CAV2,0,0,False
CBFA2T2,0,0,False
CBR1,0,0,False
CBS,0,0,False
CBWD1,0,0,False
CBX2,0,2,False
ACYP1,0,0,False
CBX4,0,1,False
CBX6,0,0,False
CBX8,0,0,False
CBY1,0,0,False
CC2D1A,0,0,False
CC2D1B,0,0,False
CCDC107,0,1,False
ACYP2,0,0,False
CCDC136,0,0,False
CCDC142,0,0,False
CCDC144A,0,0,False
CCDC144NL,0,0,False
CCDC169-SOHLH2,0,0,False
CCDC57,0,0,False
CCDC61,0,0,False
CCDC71,0,0,False
CCDC74A,0,2,False
CCDC85C,0,0,False
CCDC88C,0,0,False
CCDC92,0,0,False
CCDC97,0,0,False
CCM2,0,0,False
CCND1,0,0,False
CCNDBP1,0,0,False
ADAMTS14,0,0,False
CCNO,0,0,False
ADAMTS3,0,0,False
CCP110,0,0,False
CCR10,0,0,False
CCSAP,0,1,False
CCSER2,0,0,False
CCT6A,0,3,False
CD226,0,0,False
CD24,0,0,False
CD276,0,0,False
ADARB1,0,0,False
CD3D,0,1,False
CD52,0,0,False
CD58,0,0,False
CD68,0,0,False
CD69,0,0,False
CD7,0,1,False
CD8B,0,0,False
CD99L2,0,0,False
CD9,0,0,False
CDADC1,0,0,False
CDC14A,0,0,False
CDC20,0,0,False
CDC23,0,0,False
CDC25C,0,1,False
CDC26,0,0,False
CDC37,0,0,False
CDC40,0,0,False
ADAT2,0,0,False
CDC42BPB,0,0,False
CDCA5,0,0,False
CDCA8,0,0,False
CDK11B,0,0,False
CDK17,0,0,False
ADCK2,0,0,False
CDKN1B,0,0,False
CDKN3,0,0,False
CDR2,0,0,False
CDT1,0,0,False
COQ8B,0,0,False
CDX1,0,0,False
CDX4,0,0,False
ADCK5,0,0,False
HDHD5,0,0,False
CENPBD1,0,0,False
ADCY3,0,0,False
CENPM,0,0,False
ADCY7,0,0,False
CEP104,0,1,False
CEP120,0,0,False
CEP135,0,0,False
CEP164,0,0,False
CEP19,0,0,False
CEP55,0,0,False
ADD2,0,0,False
CEP68,0,1,False
CEP70,0,0,False
CEP72,0,0,False
CEP78,0,0,False
CEP85L,0,0,False
CEP89,0,3,False
CEP97,0,0,False
ADD3,0,0,False
CERS4,0,0,False
CERS5,0,1,False
CFH,0,0,False
CFL2,0,0,False
CHAC1,0,0,False
CHAC2,0,0,False
CHD1L,0,0,False
CHD1,0,0,False
CHDH,0,0,False
CHML,0,0,False
CHMP1B,0,1,False
CHPF,0,0,False
CHRNA5,0,0,False
AASDH,0,0,False
CHST11,0,0,False
CHSY1,0,0,False
CHUK,0,0,False
ADORA2B,0,0,False
CIC,0,1,False
CITED1,0,0,False
CIT,0,0,False
CKAP2L,0,0,False
CLCA1,0,0,False
CLCN2,0,1,False
CLDN6,0,0,False
CLDN7,0,0,False
CLEC16A,0,0,False
CLEC2B,0,0,False
CLEC2D,0,0,False
CLIC2,0,0,False
CLIC4,0,0,False
CLIP1,0,0,False
CLK1,0,0,False
CLUAP1,0,0,False
CMTM4,0,0,False
ADTRP,0,0,False
CNBD2,0,0,False
CNEP1R1,0,0,False
CNIH1,0,0,False
AEBP1,0,2,False
CNPPD1,0,0,False
CNP,0,0,False
TLE5,0,0,False
COG1,0,0,False
COG3,0,4,False
COG5,0,3,False
AFF1,0,0,False
COLGALT1,0,0,False
COPB1,0,5,False
COPG2,0,0,False
AFMID,0,0,False
COQ3,0,0,False
AGAP1,0,0,False
CORO7,0,0,False
AGAP3,0,0,False
COX19,0,2,False
AGA,0,0,False
CPAMD8,0,0,False
CPNE8,0,0,False
CPPED1,0,0,False
CPQ,0,0,False
CPT1A,0,0,False
CPT1C,0,0,False
CPXCR1,0,0,False
CPXM1,0,0,False
CR1L,0,0,False
CRADD,0,0,False
CREB3L2,0,0,False
AGFG2,0,0,False
CREB3,0,1,False
CREB5,0,1,False
CRELD1,0,0,False
CREM,0,0,False
CRNKL1,0,0,False
AGK,0,0,False
CRTC3,0,0,False
CRY2,0,0,False
CRYAB,0,0,False
CRYM,0,0,False
CRYZL1,0,1,False
CSAD,0,0,False
CSNK1G1,0,0,False
CSRNP1,0,0,False
CSRNP2,0,1,False
CSRNP3,0,0,False
CSRP1,0,0,False
CTBS,0,0,False
CTH,0,5,False
CTSF,0,0,False
CTXN1,0,0,False
CUL7,0,6,False
CUTC,0,0,False
CUX2,0,0,False
CWC22,0,0,False
CWF19L1,0,0,False
CXCL2,0,0,False
CXorf38,0,0,False
CXorf40A,0,1,False
CXorf40B,0,0,False
CXorf56,0,0,False
CYB561,0,0,False
CYB5R1,0,0,False
ABCA8,0,0,False
CYHR1,0,0,False
CYP3A5,0,0,False
CYP4F11,0,0,False
CYTH1,0,0,False
CYTH3,0,0,False
D2HGDH,0,0,False
DAB2,0,0,False
DACH2,0,0,False
DAG1,0,0,False
DAGLB,0,0,False
DAPK1,0,0,False
DAPK3,0,0,False
DARS2,0,0,False
DBNL,0,1,False
DBX1,0,0,False
DCAF4L2,0,0,False
DCAF4,0,0,False
AHDC1,0,0,False
DCAKD,0,0,False
DCLRE1A,0,0,False
DCLRE1C,0,0,False
AHI1,0,0,False
DCUN1D4,0,0,False
DDB2,0,0,False
DDX11,0,0,False
DDX19B,0,0,False
AHR,0,0,False
DECR2,0,0,False
DEDD2,0,0,False
AHSP,0,0,False
DEF8,0,0,False
DENND1B,0,0,False
DENND4A,0,0,False
DENND5A,0,0,False
DERA,0,0,False
DERL3,0,0,False
DFFB,0,0,False
DGAT1,0,0,False
DGKE,0,0,False
AIFM2,0,0,False
DGKQ,0,0,False
AIG1,0,0,False
DHRS11,0,0,False
DHRS12,0,0,False
DHRS13,0,0,False
DHRS2,0,0,False
DHRS3,0,0,False
DHRS7B,0,0,False
CRYBG1,0,0,False
DHTKD1,0,0,False
DHX38,0,2,False
DHX8,0,0,False
DIABLO,0,0,False
DIDO1,0,0,False
DIRAS3,0,0,False
DIS3L,0,0,False
DIXDC1,0,0,False
DLC1,0,0,False
DLG1,0,0,False
DLGAP4,0,1,False
DLL3,0,0,False
DLX1,0,1,False
DLX5,0,1,False
DLX6,0,0,False
DMC1,0,0,False
DMD,0,0,False
DMPK,0,0,False
DMRT1,0,0,False
DMRT2,0,0,False
DMRT3,0,1,False
DMTF1,0,0,False
DMTN,0,0,False
DNA2,0,6,False
AK4,0,0,False
DNAJB4,0,0,False
DNAJC12,0,0,False
DNAJC13,0,0,False
DNAJC14,0,0,False
DNAJC16,0,0,False
DNAJC1,0,0,False
DNAJC30,0,0,False
DNAJC6,0,1,False
DNAL1,0,0,False
DNM1,0,0,False
DNM2,0,0,False
DOCK11,0,0,False
DOCK7,0,0,False
DOCK8,0,1,False
DOCK9,0,0,False
DOK1,0,0,False
DOK3,0,0,False
DOK4,0,0,False
DPCD,0,0,False
AKAP8,0,0,False
AKIP1,0,0,False
DPRX,0,0,False
DPY19L3,0,0,False
DPY30,0,5,False
DPYSL2,0,0,False
DRAM1,0,0,False
DTD2,0,0,False
DTWD2,0,0,False
DTX2,0,0,False
DUSP14,0,0,False
DUSP1,0,0,False
DUSP22,0,0,False
DUSP28,0,0,False
DUSP7,0,0,False
DUXA,0,0,False
DVL1,0,0,False
DXO,0,0,False
AKR1C1,0,0,False
DYM,0,0,False
DYNC1I2,0,0,False
AKR1C2,0,0,False
DYNLT3,0,0,False
DYRK1A,0,0,False
DYRK2,0,0,False
DYRK4,0,0,False
DZIP1,0,0,False
E2F7,0,0,False
EAF1,0,1,False
EBF2,0,0,False
EBF4,0,0,False
ECE1,0,0,False
ECHDC3,0,0,False
ECM1,0,0,False
ECT2,0,0,False
EDARADD,0,0,False
EDEM1,0,1,False
EDEM2,0,0,False
EFHD1,0,0,False
EFHD2,0,7,False
EFNA1,0,1,False
EFNA4,0,0,False
EGFL8,0,0,False
EGLN3,0,0,False
EGR2,0,0,False
EGR3,0,0,False
EHD1,0,0,False
EHD4,0,1,False
EHF,0,0,False
ALAS2,0,0,False
EID2B,0,0,False
EID2,0,1,False
ALDH16A1,0,0,False
EIF2AK3,0,0,False
ALDH1A2,0,0,False
EIF4A3,0,1,False
EIF5A2,0,0,False
ELF1,0,0,False
ELF2,0,0,False
ELF5,0,0,False
ALDH4A1,0,0,False
ELK3,0,0,False
ELK4,0,0,False
ELL2,0,0,False
ELMOD2,0,0,False
ELMOD3,0,0,False
ELOVL2,0,0,False
ALDOC,0,0,False
EN1,0,0,False
EN2,0,0,False
ENDOD1,0,0,False
ENKD1,0,0,False
ENOX2,0,0,False
ENTPD4,0,1,False
ENTPD6,0,0,False
EOGT,0,0,False
EPAS1,0,0,False
EPB41L5,0,0,False
EPHX2,0,0,False
EPOR,0,0,False
ERCC4,0,0,False
ERCC6L2,0,0,False
ABCC10,0,0,False
ERF,0,0,False
ERH,0,0,False
ERI2,0,2,False
ERLIN1,0,0,False
ERMARD,0,1,False
ESCO1,0,0,False
ESPL1,0,0,False
ESR1,0,0,False
ESR2,0,0,False
ESRRB,0,0,False
ESRRG,0,0,False
ESX1,0,0,False
ETAA1,0,1,False
ETNK2,0,0,False
ALKBH2,0,0,False
ETV1,0,0,False
ETV3,0,0,False
ETV5,0,0,False
ETV7,0,0,False
EVX1,0,0,False
EXD3,0,0,False
EXO5,0,0,False
ALKBH4,0,0,False
EXOC6,0,0,False
EXOC8,0,0,False
EXOG,0,0,False
EXPH5,0,0,False
EXT2,0,0,False
ALKBH6,0,0,False
EXTL3,0,0,False
F12,0,0,False
F2R,0,0,False
F8A1,0,0,False
FADD,0,0,False
FADS3,0,0,False
FAHD2B,0,0,False
RFLNB,0,0,False
ALMS1,0,0,False
FAM110A,0,0,False
FAM114A2,0,0,False
ALS2,0,0,False
FAM120C,0,0,False
FAM124B,0,0,False
RTL8C,0,0,False
ALX1,0,0,False
RETREG2,0,0,False
FAM135A,0,0,False
ALX3,0,0,False
FAM13B,0,1,False
FAM160A2,0,0,False
FAM161A,0,0,False
ALX4,0,0,False
FAM168B,0,0,False
FAM170A,0,0,False
FAM171A1,0,0,False
ABRAXAS2,0,0,False
FAM185A,0,0,False
MINDY3,0,0,False
FAM189B,0,1,False
FAM193A,0,0,False
FAM193B,0,0,False
FAM199X,0,0,False
ABITRAM,0,0,False
TASOR,0,0,False
INKA2,0,0,False
FAM216A,0,0,False
WASHC2A,0,0,False
WASHC2C,0,0,False
FAM222B,0,0,False
FAM229A,0,0,False
FAM229B,0,0,False
FAM24B,0,0,False
FAM3A,0,0,False
FAM53B,0,0,False
TLCD3A,0,0,False
AMHR2,0,0,False
FAM72B,0,0,False
FAM72C,0,0,False
FAM72D,0,0,False
AMH,0,0,False
FAM76A,0,0,False
FAM83A,0,0,False
FAM83D,0,0,False
FAM83G,0,0,False
FAM89B,0,0,False
FAM8A1,0,0,False
AMN1,0,0,False
FANCA,0,0,False
FANCE,0,0,False
FANCF,0,0,False
FANCI,0,0,False
FANCL,0,1,False
FANCM,0,0,False
AMOTL1,0,0,False
FAR2,0,0,False
FARP2,0,0,False
FASTKD2,0,0,False
AMPD2,0,0,False
FAT1,0,0,False
FBF1,0,0,False
FBXL13,0,0,False
FBXL15,0,0,False
FBXL3,0,0,False
FBXO33,0,0,False
FBXO34,0,0,False
FBXO38,0,0,False
FBXO3,0,0,False
ANAPC10,0,1,False
FBXO44,0,1,False
FBXO4,0,0,False
FBXO6,0,0,False
FCGR2A,0,0,False
FCGR2C,0,0,False
FCHO1,0,0,False
FECH,0,311,False
FEM1A,0,0,False
FERD3L,0,0,False
FERMT3,0,0,False
FES,0,0,False
FGD6,0,0,False
FGF13,0,0,False
FGFR3,0,0,False
FGFR4,0,0,False
FGFRL1,0,0,False
ANAPC2,0,1,False
FHOD1,0,1,False
ANAPC4,0,0,False
FKBP2,0,0,False
FKBP7,0,0,False
FKBPL,0,0,False
FLNA,0,0,False
FMNL3,0,0,False
FMR1NB,0,2,False
FNDC3B,0,0,False
ANGPT1,0,0,False
FOPNL,0,0,False
FOSB,0,0,False
FOSL2,0,0,False
ANHX,0,0,False
FOS,0,0,False
FOXA1,0,0,False
FOXA2,0,0,False
FOXA3,0,0,False
FOXB1,0,0,False
FOXB2,0,0,False
FOXC1,0,0,False
FOXC2,0,2,False
FOXD1,0,0,False
FOXD4,0,0,False
FOXE3,0,0,False
FOXF1,0,0,False
FOXF2,0,0,False
ANK3,0,0,False
FOXH1,0,0,False
FOXI2,0,0,False
FOXJ1,0,0,False
FOXL1,0,0,False
FOXP2,0,0,False
FOXP3,0,0,False
FOXP4,0,0,False
FOXR2,0,0,False
FPGT,0,0,False
FRAT2,0,0,False
ANKLE1,0,0,False
ABCD4,0,0,False
FRG2,0,0,False
FRMD8,0,0,False
FTO,0,0,False
FUCA1,0,0,False
FURIN,0,3,False
FUT11,0,0,False
FZD2,0,0,False
FZD3,0,0,False
G0S2,0,0,False
G2E3,0,0,False
G6PD,0,0,False
GAA,0,0,False
GABRE,0,0,False
GALK2,0,0,False
GALNT10,0,0,False
GALNT12,0,0,False
GALNT1,0,0,False
GALNT5,0,0,False
GANC,0,0,False
ANKRD13A,0,0,False
GAN,0,0,False
GATA2,0,0,False
GATA4,0,0,False
GATA6,0,0,False
ANKRD13C,0,0,False
GBE1,0,0,False
GBGT1,0,0,False
GBX1,0,0,False
GCC1,0,0,False
GCFC2,0,1,False
GCM1,0,0,False
GCOM1,0,0,False
GGCX,0,0,False
GGT1,0,0,False
ANKRD28,0,0,False
GINM1,0,0,False
ANKRD33B,0,0,False
GIPC3,0,0,False
GIT2,0,0,False
GJA3,0,0,False
GJC1,0,0,False
ANKRD36C,0,3,False
GKAP1,0,0,False
GK,0,0,False
GLA,0,0,False
GLE1,0,4,False
GLIS3,0,1,False
GLRX,0,0,False
ANKRD40,0,0,False
GM2A,0,0,False
GMFB,0,0,False
ANKRD46,0,0,False
GNA11,0,0,False
GNAQ,0,0,False
GNE,0,0,False
ANKRD52,0,0,False
GNG12,0,0,False
GNG7,0,0,False
ANKRD54,0,0,False
GNPDA2,0,0,False
GNPTG,0,0,False
GNS,0,0,False
GOLGA1,0,0,False
GOLGA3,0,0,False
GOLGA6L1,0,0,False
GOLGA7,0,0,False
GOLGA8B,0,0,False
GOLPH3L,0,0,False
ANKS1A,0,0,False
GORASP1,0,0,False
GPANK1,0,0,False
GPATCH2,0,0,False
GPD1L,0,0,False
GPD2,0,0,False
GPHN,0,0,False
GPR180,0,0,False
GPR89B,0,0,False
GPRC5C,0,0,False
GPRIN1,0,0,False
GPSM1,0,0,False
ANO10,0,0,False
GRAP2,0,0,False
GRHL1,0,1,False
GRHL3,0,0,False
GRINA,0,0,False
GRIPAP1,0,0,False
GRPEL2,0,0,False
GRTP1,0,0,False
GSC2,0,0,False
GSDMA,0,0,False
GSN,0,0,False
GSTCD,0,0,False
GSTM3,0,0,False
GSTM4,0,0,False
GSTZ1,0,0,False
GSX1,0,0,False
GTF2B,0,0,False
ANTXR2,0,0,False
GTF2IRD2B,0,0,False
GTF2IRD2,0,0,False
ANXA1,0,0,False
GTPBP2,0,0,False
GTSF1,0,0,False
ANXA2R,0,0,False
HACE1,0,0,False
HAMP,0,0,False
HAND1,0,0,False
HAPLN2,0,0,False
HAUS3,0,0,False
HAUS5,0,0,False
HBE1,0,0,False
HBP1,0,0,False
HCRTR1,0,0,False
HDAC5,0,0,False
HDHD3,0,0,False
HDX,0,0,False
HEATR5B,0,0,False
HEMK1,0,0,False
HERPUD2,0,0,False
HES2,0,0,False
AP1G2,0,0,False
HES3,0,0,False
HES5,0,0,False
HES7,0,0,False
HESX1,0,0,False
AP1M1,0,0,False
HEXIM2,0,0,False
HEY2,0,0,False
HIF3A,0,0,False
HILPDA,0,0,False
HINT3,0,0,False
HIP1R,0,0,False
HIST1H2AE,0,5,False
HIST1H2AH,0,0,False
HIST1H2AI,0,0,False
HIST1H2BA,0,1,False
HIST1H2BB,0,0,False
HIST1H2BE,0,0,False
HIST1H2BF,0,0,False
HIST1H2BK,0,0,False
HIST1H2BL,0,0,False
HIST1H2BM,0,0,False
HIST1H2BO,0,0,False
HIST1H3A,0,0,False
HIST1H3F,0,0,False
HIST1H3H,0,0,False
HIST1H3J,0,0,False
HIST1H4A,0,0,False
HIST1H4E,0,0,False
HIST2H2AC,0,0,False
HIST2H2BF,0,0,False
HIST2H4A,0,0,False
HIST3H2BB,0,0,False
HIVEP1,0,0,False
HIVEP3,0,0,False
HLA-B,0,0,False
HLA-C,0,0,False
HLA-E,0,0,False
HLF,0,0,False
AP3M1,0,1,False
HMG20A,0,0,False
HMG20B,0,0,False
HMGCL,0,0,False
ARHGAP45,0,0,False
HMX1,0,0,False
HMX2,0,0,False
HNF1A,0,0,False
HNF1B,0,0,False
HNRNPA1L2,0,0,False
AP4B1,0,0,False
HOOK1,0,1,False
HOXA10,0,0,False
HOXA11,0,0,False
HOXA13,0,0,False
AP5B1,0,1,False
HOXA2,0,0,False
HOXA4,0,0,False
HOXA5,0,0,False
HOXA6,0,0,False
HOXA7,0,0,False
HOXB1,0,0,False
ABHD10,0,0,False
HOXB2,0,0,False
HOXB3,0,0,False
HOXB7,0,0,False
AP5S1,0,0,False
HOXC10,0,0,False
HOXC11,0,0,False
HOXC13,0,0,False
HOXC6,0,0,False
HOXC8,0,0,False
HOXD11,0,0,False
HOXD12,0,0,False
HOXD13,0,0,False
HOXD1,0,0,False
HOXD4,0,1,False
HOXD8,0,0,False
HOXD9,0,0,False
APAF1,0,0,False
HPS3,0,0,False
HPS6,0,0,False
APBA2,0,0,False
HS6ST1,0,0,False
HSD11B1L,0,0,False
APBA3,0,0,False
HSD17B1,0,0,False
HSD17B8,0,0,False
HSD3B7,0,0,False
HSDL1,0,2,False
HSF2,0,0,False
HSFY1,0,0,False
HYAL3,0,0,False
HYI,0,0,False
IAH1,0,0,False
ICA1,0,0,False
ICAM1,0,0,False
APEX2,0,0,False
ICAM2,0,0,False
ICAM3,0,0,False
ICK,0,0,False
ID1,0,2,False
ID3,0,0,False
IDH2,0,0,False
APH1B,0,0,False
IDS,0,0,False
IER5,0,0,False
IFI27L2,0,0,False
IFI30,0,0,False
IFI35,0,0,False
IFITM3,0,0,False
IFNGR1,0,0,False
IFT172,0,0,False
IFT27,0,0,False
IFT43,0,0,False
IFT46,0,0,False
IFT52,0,0,False
CENPS,0,0,False
IGF1R,0,0,False
IGF1,0,0,False
IGF2BP2,0,0,False
IGFBP2,0,1,False
APLP1,0,0,False
IGFLR1,0,0,False
IGSF3,0,0,False
IKBKG,0,0,False
IL10RB,0,0,False
IL13RA1,0,0,False
IL15RA,0,0,False
IL17RA,0,0,False
IL23A,0,0,False
IL23R,0,0,False
IL27RA,0,0,False
IL6ST,0,0,False
ABHD12,0,0,False
IMP3,0,8,False
APOBEC3B,0,0,False
INCENP,0,0,False
ING2,0,0,False
ING4,0,0,False
INHBE,0,0,False
INO80E,0,0,False
APOBEC3G,0,0,False
INPP4A,0,0,False
INPP5E,0,0,False
INPP5K,0,0,False
APOBR,0,0,False
INSM2,0,0,False
INTU,0,0,False
IPPK,0,0,False
IQCE,0,0,False
IQGAP3,0,0,False
IQSEC1,0,0,False
IQSEC2,0,0,False
APOL2,0,0,False
IRF1,0,1,False
IRF2BPL,0,0,False
IRF2,0,0,False
IRF4,0,0,False
IRF6,0,0,False
IRF7,0,0,False
IRF8,0,0,False
IRF9,0,0,False
IRGQ,0,0,False
IRX3,0,0,False
IRX5,0,0,False
IRX6,0,0,False
ISG15,0,0,False
ISL2,0,0,False
ISX,0,0,False
ISY1,0,0,False
ITCH,0,0,False
ITFG1,0,0,False
ITGA2B,0,0,False
ITGAE,0,0,False
ITGAV,0,0,False
ITM2C,0,0,False
ITPKA,0,1,False
ITPKC,0,3,False
ITPR1,0,0,False
ITPR3,0,0,False
ITPRIP,0,0,False
JAG2,0,0,False
JARID2,0,0,False
JDP2,0,0,False
JKAMP,0,0,False
JMJD1C,0,0,False
JMY,0,0,False
JOSD2,0,0,False
JRKL,0,0,False
KALRN,0,0,False
KANK2,0,0,False
KAT2B,0,0,False
