gene,mean_R,mean_NR,diff_R_minus_NR,p,padj
ESYT1,2.0957122,2.65397,-0.5582578,0.032634944,0.13732952809106666
CALM1,9.424003,9.770874,-0.34687138,0.032634944,0.13732952809106666
CORO7,2.1679997,2.6278584,-0.45985866,0.032634944,0.13732952809106666
SLC1A4,0.37608647,0.58891386,-0.21282738,0.032634944,0.13732952809106666
TMEM216,0.4683963,0.622474,-0.15407771,0.032634944,0.13732952809106666
PPP2R2A,0.72722673,0.8604888,-0.13326204,0.032634944,0.13732952809106666
ARV1,0.30995795,0.43787852,-0.12792057,0.032634944,0.13732952809106666
SEC14L1,1.2140834,1.7241536,-0.5100702,0.032634944,0.13732952809106666
TSFM,0.36938938,0.5596243,-0.19023493,0.032634944,0.13732952809106666
TTC19,2.7179556,2.325669,0.39228654,0.032634944,0.13732952809106666
NADK,0.32282937,0.4347534,-0.11192402,0.032634944,0.13732952809106666
NDRG3,0.806478,1.0091498,-0.20267177,0.032634944,0.13732952809106666
TCEAL3,0.21489659,0.1506173,0.06427929,0.032634944,0.13732952809106666
ARID4B,3.9525294,4.3457084,-0.39317894,0.032634944,0.13732952809106666
KLRG1,1.9710503,2.7433534,-0.7723031,0.032634944,0.13732952809106666
ARFIP1,0.49306476,0.6752174,-0.18215263,0.032634944,0.13732952809106666
PAPSS1,0.4358669,0.61077857,-0.17491168,0.032634944,0.13732952809106666
METTL17,1.8657255,2.2017531,-0.33602762,0.032634944,0.13732952809106666
CHKB-CPT1B,0.1399386,0.20008305,-0.060144454,0.032634944,0.13732952809106666
KATNAL1,0.3088756,0.4669899,-0.15811431,0.032634944,0.13732952809106666
MRPL33,1.2546895,1.5911659,-0.33647645,0.032634944,0.13732952809106666
GET4,0.73339415,1.002565,-0.26917088,0.032634944,0.13732952809106666
MAPK1IP1L,4.167519,4.732182,-0.56466293,0.032634944,0.13732952809106666
DDAH2,0.50511754,0.6738848,-0.16876727,0.032634944,0.13732952809106666
AGTRAP,1.0303718,1.4727594,-0.44238758,0.032634944,0.13732952809106666
RP11-311C24.1,0.45381021,0.57751375,-0.12370354,0.032634944,0.13732952809106666
UBE2D3P2,0.5773589,0.7064781,-0.12911922,0.032634944,0.13732952809106666
COPG2,0.17300847,0.2727593,-0.09975082,0.032634944,0.13732952809106666
CBX6,2.3298929,2.7824233,-0.45253038,0.032634944,0.13732952809106666
NDFIP2,0.93488455,1.3746879,-0.43980336,0.032634944,0.13732952809106666
RP4-592A1.2,0.33703503,0.46151686,-0.12448183,0.032634944,0.13732952809106666
TRAC,8.097336,8.917425,-0.82008934,0.032634944,0.13732952809106666
TMEM223,0.5554321,0.71871734,-0.16328526,0.032634944,0.13732952809106666
TMEM245,0.7452061,0.5728125,0.17239362,0.032634944,0.13732952809106666
NDUFS3,1.3299265,1.6595834,-0.32965696,0.032634944,0.13732952809106666
NOD2,0.38492355,0.5713674,-0.18644384,0.032634944,0.13732952809106666
C1orf43,1.9674934,2.3834279,-0.41593444,0.032634944,0.13732952809106666
DMXL1,0.66730577,0.8390465,-0.17174071,0.032634944,0.13732952809106666
CCDC51,0.24630034,0.37070414,-0.124403805,0.032634944,0.13732952809106666
ALDH9A1,1.0481919,1.3214548,-0.27326286,0.032634944,0.13732952809106666
ACTR10,1.2993495,1.549482,-0.25013244,0.032634944,0.13732952809106666
EIF2AK3,0.33013973,0.43011343,-0.09997371,0.032634944,0.13732952809106666
RPL9P8,7.4467,7.131246,0.315454,0.032634944,0.13732952809106666
SAMD9,1.0369103,1.4123064,-0.37539613,0.032634944,0.13732952809106666
STK40,0.3687585,0.4597301,-0.09097159,0.032634944,0.13732952809106666
KHDRBS1,1.168839,1.4165778,-0.24773884,0.032634944,0.13732952809106666
DNASE1,0.55050206,0.7050885,-0.15458643,0.032634944,0.13732952809106666
RP11-12M9.4,0.11682361,0.1689582,-0.05213459,0.032634944,0.13732952809106666
P4HA1,0.6907373,0.8803125,-0.1895752,0.032634944,0.13732952809106666
SSH2,2.0495706,1.7108305,0.3387401,0.032634944,0.13732952809106666
ZNF710,0.12895519,0.23111966,-0.10216448,0.032634944,0.13732952809106666
TMEM116,0.5154699,0.3991664,0.1163035,0.032634944,0.13732952809106666
ZNF260,0.26720154,0.39846998,-0.13126844,0.032634944,0.13732952809106666
ZNF564,0.27445304,0.39634678,-0.121893734,0.032634944,0.13732952809106666
RP11-145M9.4,0.048215836,0.10003568,-0.051819846,0.032704927,0.13758174064018394
H2AFZP1,0.09732661,0.12298257,-0.025655963,0.0335418,0.14097232907150622
CDCA7L,0.21753798,0.40685228,-0.18931429,0.0335418,0.14097232907150622
PXMP4,0.12976274,0.1988864,-0.069123656,0.0335418,0.14097232907150622
RP3-340H11.2,0.058956217,0.107814044,-0.048857827,0.033623036,0.14123343916137954
ZNF620,0.06584107,0.106190614,-0.040349543,0.0341889,0.14123343916137954
TMIGD2,0.28653264,0.12453583,0.16199681,0.0341889,0.14123343916137954
COQ3,0.11667915,0.16403116,-0.047352016,0.034376375,0.14123343916137954
SERAC1,0.122986905,0.2040557,-0.08106879,0.034428503,0.14123343916137954
COL9A2,0.10514687,0.180544,-0.075397134,0.03445979,0.14123343916137954
HIST1H3H,0.17258106,0.3011838,-0.12860273,0.03445979,0.14123343916137954
CCDC34,0.09420076,0.17910412,-0.08490336,0.03445979,0.14123343916137954
LMCD1,0.26110768,0.47256586,-0.21145818,0.03447541,0.14123343916137954
NOP14-AS1,0.49960786,0.6319519,-0.13234407,0.03448064,0.14123343916137954
ATXN7L2,0.24452266,0.35190043,-0.10737777,0.03448064,0.14123343916137954
RAB5A,1.0315816,1.2204189,-0.18883729,0.03448064,0.14123343916137954
CTD-2521M24.9,0.58917165,0.8030674,-0.21389574,0.03448064,0.14123343916137954
JMJD7-PLA2G4B,0.64658785,0.51702887,0.12955898,0.03448064,0.14123343916137954
ULK3,0.8042368,1.0761534,-0.27191657,0.03448064,0.14123343916137954
ATPIF1,2.4040468,2.991723,-0.5876763,0.03448064,0.14123343916137954
CTPS1,0.5997672,0.8546822,-0.254915,0.03448064,0.14123343916137954
PLA2G4B,0.9679933,0.7100923,0.257901,0.03448064,0.14123343916137954
AC007283.4,0.3090713,0.51009405,-0.20102274,0.03448064,0.14123343916137954
AP3D1,0.8576913,1.0149229,-0.15723157,0.03448064,0.14123343916137954
SELPLG,3.7820592,4.5979443,-0.81588507,0.03448064,0.14123343916137954
SMC1A,1.1127678,1.4726747,-0.3599069,0.03448064,0.14123343916137954
ABCD2,0.34281197,0.50236934,-0.15955737,0.03448064,0.14123343916137954
NUPL2,0.6316275,0.8834411,-0.2518136,0.03448064,0.14123343916137954
RP11-192P3.5,0.09829107,0.14733237,-0.0490413,0.03448064,0.14123343916137954
WDR7,0.5664959,0.7644503,-0.19795442,0.03448064,0.14123343916137954
MRPL45,0.3867045,0.52533805,-0.13863355,0.03448064,0.14123343916137954
RBBP4P5,0.106935196,0.13432226,-0.02738706,0.03448064,0.14123343916137954
RHEB,1.182653,1.5671027,-0.38444972,0.03448064,0.14123343916137954
POC5,0.41036728,0.54237556,-0.13200828,0.03448064,0.14123343916137954
RP11-23P13.6,0.36480537,0.5357316,-0.17092624,0.03448064,0.14123343916137954
MED1,0.7703883,0.9565841,-0.18619579,0.03448064,0.14123343916137954
SURF1,0.32585907,0.42742383,-0.101564765,0.03448064,0.14123343916137954
LAPTM5,7.535692,7.9751616,-0.43946934,0.03448064,0.14123343916137954
BRAP,0.55996007,0.6852268,-0.12526673,0.03448064,0.14123343916137954
ARSA,0.9852385,1.3462174,-0.3609789,0.03448064,0.14123343916137954
OPA3,0.33706024,0.44747868,-0.11041844,0.03448064,0.14123343916137954
SESN1,0.8390512,0.5319594,0.30709177,0.03448064,0.14123343916137954
CKAP5,0.8420838,1.1433814,-0.30129755,0.03448064,0.14123343916137954
EDARADD,0.38064623,0.52171046,-0.14106423,0.03448064,0.14123343916137954
TCIRG1,3.0001626,3.5945282,-0.5943656,0.03448064,0.14123343916137954
TRAPPC4,1.2907526,1.6496745,-0.3589219,0.03448064,0.14123343916137954
MSH5,0.48042265,0.6692298,-0.18880716,0.03448064,0.14123343916137954
DUSP22,0.50096303,0.6231178,-0.12215477,0.03448064,0.14123343916137954
SMIM14,0.2755059,0.18944703,0.08605887,0.03448064,0.14123343916137954
DNAJB12,0.67157745,0.86054045,-0.188963,0.03448064,0.14123343916137954
ARF3,0.8421878,1.1376575,-0.2954697,0.03448064,0.14123343916137954
HNRNPA2B1,6.3555827,6.9618807,-0.60629797,0.03448064,0.14123343916137954
PHF12,1.60193,1.3886068,0.21332324,0.03448064,0.14123343916137954
HELZ2,0.48817888,0.7177737,-0.2295948,0.03448064,0.14123343916137954
CAMK2D,0.9780355,1.1883258,-0.21029025,0.03448064,0.14123343916137954
KIFAP3,0.5316882,0.7078928,-0.17620456,0.03448064,0.14123343916137954
RP11-506M13.3,0.12123507,0.17197691,-0.050741836,0.03448064,0.14123343916137954
RP11-539L10.2,0.17081778,0.25245073,-0.08163296,0.03448064,0.14123343916137954
TAGLN2,4.8874383,5.7657666,-0.8783283,0.03448064,0.14123343916137954
SERBP1P5,0.414161,0.5150505,-0.100889474,0.03448064,0.14123343916137954
IFI44,0.6721473,1.3609394,-0.6887921,0.03448064,0.14123343916137954
AIFM1,0.4524103,0.6294574,-0.1770471,0.03448064,0.14123343916137954
NIT1,0.36096168,0.55168205,-0.19072038,0.03448064,0.14123343916137954
RP11-278C7.1,0.43445235,0.55360097,-0.11914861,0.03448064,0.14123343916137954
NDUFA8,0.5695987,0.8613633,-0.29176462,0.03448064,0.14123343916137954
PIAS4,0.5006043,0.65097076,-0.15036649,0.03448064,0.14123343916137954
RP11-290L1.3,1.589219,2.1696475,-0.5804285,0.03448064,0.14123343916137954
SLC15A4,0.31608978,0.4188588,-0.10276902,0.03448064,0.14123343916137954
FZD6,0.12278125,0.21489829,-0.09211704,0.03448064,0.14123343916137954
GBP3,0.7830011,1.0904782,-0.30747706,0.03448064,0.14123343916137954
RBM22,1.1005038,1.2791187,-0.17861485,0.03448064,0.14123343916137954
FTL,8.752894,9.126159,-0.3732643,0.03448064,0.14123343916137954
CXCL13,1.5558823,2.4510143,-0.89513195,0.03448064,0.14123343916137954
TTF2,0.45783693,0.6770928,-0.21925586,0.03448064,0.14123343916137954
PPP4R1,0.38473776,0.51984584,-0.13510808,0.03448064,0.14123343916137954
TRUB2,0.37778434,0.5836409,-0.20585653,0.03448064,0.14123343916137954
RRAGC,0.32189345,0.44324642,-0.12135297,0.03448064,0.14123343916137954
ATP6V1B2,1.0958997,1.4137241,-0.31782436,0.03448064,0.14123343916137954
DYNLT1,2.0025048,2.5686564,-0.5661516,0.03448064,0.14123343916137954
HP1BP3,2.4981785,2.8768108,-0.3786323,0.03448064,0.14123343916137954
RIPK3,0.5697035,0.7279335,-0.15823,0.03448064,0.14123343916137954
PRMT6,0.2095471,0.29940695,-0.08985984,0.03448064,0.14123343916137954
ZNF207,3.331906,3.7159035,-0.38399744,0.03448064,0.14123343916137954
CTC-487M23.8,0.4402249,0.55642754,-0.11620265,0.03448064,0.14123343916137954
PI4KAP1,0.5704496,0.39824277,0.17220682,0.03448064,0.14123343916137954
SRGAP2B,0.9669931,1.3253977,-0.35840464,0.03448064,0.14123343916137954
ANAPC10,0.53825504,0.7069796,-0.16872454,0.03448064,0.14123343916137954
RASSF7,0.7587405,1.0252275,-0.26648706,0.03448064,0.14123343916137954
CPQ,0.4131552,0.31765303,0.09550217,0.03448064,0.14123343916137954
CDCA3,0.07336019,0.21672544,-0.14336525,0.0345631,0.14152887360411184
PAK4,0.08253727,0.12944004,-0.04690277,0.03538337,0.14480110051113726
EFNA5,0.060634635,0.11227841,-0.051643774,0.03538337,0.14480110051113726
SNORA65,0.08009352,0.11980688,-0.03971336,0.03552551,0.14533934392722855
CTD-2192J16.24,0.06558127,0.10946632,-0.043885052,0.036225665,0.14643992241280546
ZNF322P1,0.07598325,0.11448944,-0.038506195,0.0363067,0.14643992241280546
AC017116.11,0.12399449,0.065496944,0.058497548,0.0363067,0.14643992241280546
UBA52P6,0.093655,0.14790002,-0.054245017,0.0363067,0.14643992241280546
FRMD5,0.08440264,0.16015896,-0.07575632,0.03636074,0.14643992241280546
CCR1,0.18042424,0.39253923,-0.21211499,0.036393177,0.14643992241280546
RP11-973H7.1,0.102633886,0.16206162,-0.05942773,0.036393177,0.14643992241280546
WDR46,0.8257745,0.99030083,-0.16452634,0.036414806,0.14643992241280546
RNF145,0.53131175,0.6760587,-0.14474696,0.036414806,0.14643992241280546
CD79B,0.59080577,0.8126972,-0.2218914,0.036414806,0.14643992241280546
DGCR8,0.5392919,0.75634366,-0.21705174,0.036414806,0.14643992241280546
BNIP2,1.9302036,2.2412453,-0.3110417,0.036414806,0.14643992241280546
CYSTM1,0.42910543,0.6134771,-0.18437168,0.036414806,0.14643992241280546
ZNF22,0.59498966,0.82474357,-0.22975391,0.036414806,0.14643992241280546
PDAP1,1.6416441,1.9794881,-0.337844,0.036414806,0.14643992241280546
RRM1,0.88412505,1.2235634,-0.33943838,0.036414806,0.14643992241280546
UQCC2,0.7171696,0.93427795,-0.21710837,0.036414806,0.14643992241280546
CTSS,2.0903783,2.61183,-0.5214517,0.036414806,0.14643992241280546
DCUN1D2,0.16960983,0.22192205,-0.052312225,0.036414806,0.14643992241280546
CDC37,4.156119,4.526641,-0.37052202,0.036414806,0.14643992241280546
AP003068.18,0.096823625,0.11602342,-0.019199796,0.036414806,0.14643992241280546
MAP3K8,1.1814443,1.6070715,-0.42562723,0.036414806,0.14643992241280546
TIMM22,0.41388297,0.56868714,-0.15480417,0.036414806,0.14643992241280546
TMEM110-MUSTN1,0.18036659,0.23888713,-0.05852054,0.036414806,0.14643992241280546
TMX2,1.0195559,1.3061653,-0.2866094,0.036414806,0.14643992241280546
PWP1,1.2752894,1.5821432,-0.30685377,0.036414806,0.14643992241280546
GORASP2,1.4000531,1.67323,-0.2731769,0.036414806,0.14643992241280546
RNF34,1.3135151,1.6705482,-0.35703313,0.036414806,0.14643992241280546
INTS7,0.4392612,0.57778937,-0.13852817,0.036414806,0.14643992241280546
PTPRN2,0.24830694,0.41170654,-0.16339959,0.036414806,0.14643992241280546
RAB1A,1.8112987,2.1571462,-0.3458475,0.036414806,0.14643992241280546
RNASEH2A,0.28537613,0.5350808,-0.24970466,0.036414806,0.14643992241280546
WBP1L,0.3481722,0.47078463,-0.12261245,0.036414806,0.14643992241280546
WDR59,0.6940933,0.92247254,-0.22837925,0.036414806,0.14643992241280546
GGA2,1.8923082,2.404209,-0.51190066,0.036414806,0.14643992241280546
EMC3,1.3205191,1.6111203,-0.29060125,0.036414806,0.14643992241280546
EIF4G3,1.1624987,1.4060967,-0.24359798,0.036414806,0.14643992241280546
TRAF5,2.1851954,2.9164882,-0.7312927,0.036414806,0.14643992241280546
AC009961.3,0.17695534,0.2562296,-0.07927427,0.036414806,0.14643992241280546
NRD1,2.2399201,2.6239805,-0.38406038,0.036414806,0.14643992241280546
UBE2O,0.36302105,0.26833826,0.09468278,0.036414806,0.14643992241280546
IBTK,0.441243,0.5775946,-0.13635159,0.036414806,0.14643992241280546
TUBB6,0.14998724,0.26657623,-0.116588995,0.036414806,0.14643992241280546
LPCAT3,0.9492669,1.1502259,-0.20095897,0.036414806,0.14643992241280546
MUS81,1.2776884,1.6442811,-0.36659276,0.036414806,0.14643992241280546
POLR2H,0.58109385,0.76399195,-0.1828981,0.036414806,0.14643992241280546
ZMYM3,0.26675433,0.37665075,-0.10989642,0.036414806,0.14643992241280546
KIAA1524,0.13519418,0.27492905,-0.13973486,0.036414806,0.14643992241280546
NCK1,1.1949866,1.4096868,-0.21470022,0.036414806,0.14643992241280546
NDUFS2,1.2277718,1.6118565,-0.3840847,0.036414806,0.14643992241280546
CASP3,1.2227511,1.6190888,-0.39633763,0.036414806,0.14643992241280546
RP11-297C4.2,0.086102225,0.123146884,-0.03704466,0.036414806,0.14643992241280546
SPTLC2,0.65020365,0.837668,-0.18746436,0.036414806,0.14643992241280546
RPL9P9,7.4469643,7.137221,0.3097434,0.036414806,0.14643992241280546
GIPR,0.47595876,0.61373764,-0.13777888,0.036414806,0.14643992241280546
C11orf65,0.16761437,0.12230451,0.045309864,0.036414806,0.14643992241280546
NDUFAF6,0.51695967,0.60768974,-0.09073007,0.036414806,0.14643992241280546
TNFRSF25,1.9309199,1.5670034,0.36391652,0.036414806,0.14643992241280546
RP11-298J20.3,0.15050793,0.060329087,0.09017884,0.037345562,0.15013880864621362
TMEM241,0.13167417,0.18397091,-0.052296743,0.037410554,0.15031182796020987
PTGER2,0.6478356,0.9764919,-0.32865632,0.037410554,0.15031182796020987
SYNGR3,0.10802301,0.16292244,-0.05489943,0.03832865,0.1513421076653571
FCGBP,0.16581902,0.089899614,0.075919405,0.03841825,0.1513421076653571
PPP1R32,0.14128971,0.21605884,-0.074769124,0.03841825,0.1513421076653571
FNIP2,0.13654129,0.06691678,0.06962451,0.03841825,0.1513421076653571
KAT5,0.95868593,1.1645007,-0.20581478,0.038440652,0.1513421076653571
RDH10,0.56872296,0.8109272,-0.24220425,0.038440652,0.1513421076653571
LYRM2,0.65565234,0.8823278,-0.22667545,0.038440652,0.1513421076653571
NDUFA5P11,0.14703874,0.18701781,-0.03997907,0.038440652,0.1513421076653571
EXOSC7,0.70910925,0.96246946,-0.2533602,0.038440652,0.1513421076653571
CLU,0.23737498,0.43340978,-0.1960348,0.038440652,0.1513421076653571
MRPL14,0.70447725,0.960772,-0.25629473,0.038440652,0.1513421076653571
POMGNT1,0.24800844,0.35160002,-0.103591576,0.038440652,0.1513421076653571
HSPA14,0.80252254,1.0515491,-0.24902654,0.038440652,0.1513421076653571
DAG1,0.25796232,0.3850764,-0.12711409,0.038440652,0.1513421076653571
EAF1,0.9508748,1.1229663,-0.17209148,0.038440652,0.1513421076653571
TMEM115,0.45450476,0.5598943,-0.105389565,0.038440652,0.1513421076653571
SMURF2,0.8950565,0.7181904,0.17686611,0.038440652,0.1513421076653571
AK9,0.35671723,0.24559243,0.1111248,0.038440652,0.1513421076653571
EIF3A,2.2780108,2.6457984,-0.3677876,0.038440652,0.1513421076653571
AC007390.5,0.83097506,1.0119703,-0.18099523,0.038440652,0.1513421076653571
KIAA1586,0.29643485,0.39590284,-0.09946799,0.038440652,0.1513421076653571
ABCB7,0.50005907,0.64665025,-0.14659119,0.038440652,0.1513421076653571
TUSC2,0.68943787,0.8486582,-0.15922034,0.038440652,0.1513421076653571
ACTBP11,0.13797201,0.19145209,-0.053480074,0.038440652,0.1513421076653571
DNAJC17,0.5503363,0.74995095,-0.19961464,0.038440652,0.1513421076653571
GEMIN4,0.17417464,0.27226678,-0.09809214,0.038440652,0.1513421076653571
AC084018.1,0.744488,0.5244693,0.22001868,0.038440652,0.1513421076653571
CAPS,0.8649831,0.7142237,0.1507594,0.038440652,0.1513421076653571
NCR3,0.34685323,0.5164567,-0.1696035,0.038440652,0.1513421076653571
VOPP1,1.5987431,2.1211958,-0.5224527,0.038440652,0.1513421076653571
MRPL53,0.8768937,1.1638802,-0.28698653,0.038440652,0.1513421076653571
RP11-265N6.1,0.6869262,0.8218297,-0.13490349,0.038440652,0.1513421076653571
ARHGAP11B,0.4303414,0.628453,-0.19811162,0.038440652,0.1513421076653571
SLC25A35,0.3390822,0.49169114,-0.15260893,0.038440652,0.1513421076653571
NINJ2,0.402083,0.60651773,-0.20443472,0.038440652,0.1513421076653571
RPLP1P11,0.23981851,0.17982166,0.05999686,0.038440652,0.1513421076653571
CDK5RAP1,0.85346925,1.0292933,-0.17582405,0.038440652,0.1513421076653571
SF3A3,1.3750458,1.7473129,-0.37226713,0.038440652,0.1513421076653571
RNF166,3.09352,3.6198013,-0.52628136,0.038440652,0.1513421076653571
GLRX5,0.15018588,0.20144823,-0.05126235,0.038440652,0.1513421076653571
HTRA2,0.75939226,0.96544576,-0.2060535,0.038440652,0.1513421076653571
NDUFAF5,0.28597605,0.3600339,-0.07405785,0.038440652,0.1513421076653571
DARS,2.1225615,2.542031,-0.4194696,0.038440652,0.1513421076653571
PARP4,1.267538,1.5100558,-0.24251783,0.038440652,0.1513421076653571
RASSF1,1.9221588,2.3297246,-0.4075657,0.038440652,0.1513421076653571
PIGT,1.7127396,1.9890372,-0.27629757,0.038440652,0.1513421076653571
TOMM22,1.5399897,1.8744779,-0.33448815,0.038440652,0.1513421076653571
RASGEF1A,0.32138506,0.560457,-0.23907194,0.038440652,0.1513421076653571
CYP2D6,0.21421061,0.15207,0.062140614,0.038440652,0.1513421076653571
TMEM128,0.6276044,0.8424673,-0.21486288,0.038440652,0.1513421076653571
PRUNE,0.5167864,0.6576684,-0.14088202,0.038440652,0.1513421076653571
BTN2A2,0.45402968,0.5796085,-0.12557882,0.038440652,0.1513421076653571
RBM8A,3.7606254,4.36975,-0.60912466,0.038440652,0.1513421076653571
ZCRB1,1.088599,1.3888531,-0.3002541,0.038440652,0.1513421076653571
PCSK5,0.32710916,0.26165354,0.065455616,0.038440652,0.1513421076653571
HNRNPM,3.506477,3.9283488,-0.42187166,0.038440652,0.1513421076653571
MTG2,0.38309753,0.51503855,-0.13194102,0.038440652,0.1513421076653571
FAM105B,0.81067324,0.94399256,-0.13331932,0.038440652,0.1513421076653571
HNRNPA3P5,0.21132492,0.2915669,-0.08024199,0.038440652,0.1513421076653571
MRPL17,0.4077561,0.6138819,-0.2061258,0.038440652,0.1513421076653571
LDHAP2,0.22333634,0.30566874,-0.0823324,0.038440652,0.1513421076653571
PTPLAD2,0.9093065,1.172755,-0.26344848,0.038440652,0.1513421076653571
ATP1B3P1,0.090978116,0.15430692,-0.0633288,0.038440652,0.1513421076653571
MRPS36P1,0.119173765,0.15965933,-0.04048556,0.038440652,0.1513421076653571
LMO4,0.35464025,0.47534624,-0.12070599,0.038440652,0.1513421076653571
ZBP1,1.1619425,1.6193008,-0.45735836,0.038440652,0.1513421076653571
TMEM161A,0.49536762,0.6645787,-0.16921106,0.038440652,0.1513421076653571
PIGH,0.5266641,0.6610603,-0.1343962,0.038440652,0.1513421076653571
SSH3,0.258683,0.37649903,-0.11781603,0.038440652,0.1513421076653571
LXN,0.24106665,0.3609682,-0.11990155,0.038440652,0.1513421076653571
CENPBD1,0.053864207,0.10215516,-0.04829095,0.038551077,0.15173322815136447
RALGPS2,0.117705666,0.043148264,0.0745574,0.038910724,0.15310475482209318
AL356740.1,0.073277175,0.11527636,-0.041999184,0.03901081,0.1534544795171535
LYPLA1P3,0.09208493,0.14282607,-0.050741136,0.039483298,0.15526846474991968
GPR15,0.112187594,0.06271665,0.049470946,0.040274296,0.15592617642057038
AP001468.1,0.1633259,0.09913163,0.06419428,0.04044554,0.15592617642057038
ALG13-AS1,0.12409501,0.08067392,0.04342109,0.04044554,0.15592617642057038
SETD7,0.20823368,0.114262715,0.09397097,0.04044554,0.15592617642057038
FADS2,0.07971119,0.18218812,-0.10247693,0.04044554,0.15592617642057038
ACOT4,0.119798124,0.15622647,-0.036428347,0.040538315,0.15592617642057038
AP000580.1,0.113769285,0.20756397,-0.09379468,0.040538315,0.15592617642057038
AC079742.4,0.120667994,0.17847484,-0.05780685,0.040538315,0.15592617642057038
C1orf162,0.48862788,0.31313387,0.17549402,0.040538315,0.15592617642057038
CABLES2,0.07755772,0.13577558,-0.05821786,0.04056153,0.15592617642057038
RUNX1,1.0458586,1.3183848,-0.27252614,0.04056153,0.15592617642057038
ATP8B4,0.39733914,0.62973106,-0.23239192,0.04056153,0.15592617642057038
PGAM5,0.11936401,0.18537134,-0.06600733,0.04056153,0.15592617642057038
PCED1B-AS1,4.148921,4.6788774,-0.52995634,0.04056153,0.15592617642057038
SMG1,5.0663137,5.3833394,-0.31702566,0.04056153,0.15592617642057038
TMEM205,0.6088277,0.8639799,-0.25515217,0.04056153,0.15592617642057038
KIAA0368,0.74843895,0.94960934,-0.20117038,0.04056153,0.15592617642057038
MRPL3,0.98836,1.3097389,-0.3213789,0.04056153,0.15592617642057038
SUPT7L,0.9662736,1.1645721,-0.19829851,0.04056153,0.15592617642057038
SRGAP2C,0.31284165,0.4363507,-0.12350905,0.04056153,0.15592617642057038
MTX2,0.47630608,0.65480053,-0.17849445,0.04056153,0.15592617642057038
C7orf55,0.40052384,0.537966,-0.13744217,0.04056153,0.15592617642057038
APOBR,0.20141631,0.29556033,-0.09414402,0.04056153,0.15592617642057038
ERP29,2.5096915,3.0048144,-0.4951229,0.04056153,0.15592617642057038
SYNE2,4.2986155,4.8157177,-0.51710224,0.04056153,0.15592617642057038
HAUS4,0.4961181,0.73333466,-0.23721656,0.04056153,0.15592617642057038
SNX20,1.2607663,1.6769016,-0.4161353,0.04056153,0.15592617642057038
AUH,0.50673604,0.71989137,-0.21315533,0.04056153,0.15592617642057038
DTHD1,1.2480285,1.7115369,-0.46350837,0.04056153,0.15592617642057038
RBBP7,1.5858396,2.005623,-0.41978347,0.04056153,0.15592617642057038
MRPL11,0.7827718,1.0456039,-0.26283205,0.04056153,0.15592617642057038
TBCA,1.4120182,1.746371,-0.33435285,0.04056153,0.15592617642057038
BIN3,0.57604915,0.759144,-0.18309486,0.04056153,0.15592617642057038
TNFRSF9,1.4802467,2.143792,-0.66354525,0.04056153,0.15592617642057038
SLC25A1,0.34619835,0.45369202,-0.10749367,0.04056153,0.15592617642057038
NBL1,0.39870813,0.57165116,-0.17294303,0.04056153,0.15592617642057038
IFNG-AS1,0.30743748,0.2129227,0.09451477,0.04056153,0.15592617642057038
INTS9,0.6885257,0.8466331,-0.1581074,0.04056153,0.15592617642057038
AKT1,0.52767265,0.69100314,-0.1633305,0.04056153,0.15592617642057038
LEF1,1.3890064,0.7631205,0.6258859,0.04056153,0.15592617642057038
ARNTL,1.281373,1.5254751,-0.24410212,0.04056153,0.15592617642057038
MAL,0.7259341,0.47751006,0.24842402,0.04056153,0.15592617642057038
SERINC5,1.0876945,0.78317326,0.30452126,0.04056153,0.15592617642057038
BTN2A1,0.904123,1.0763763,-0.17225331,0.04056153,0.15592617642057038
PSMD6-AS2,1.2799784,1.0549215,0.22505689,0.04056153,0.15592617642057038
RP11-488L18.10,2.280017,2.5994253,-0.31940842,0.04056153,0.15592617642057038
HIC2,0.13830286,0.07848822,0.05981464,0.04056153,0.15592617642057038
GCFC2,0.41106418,0.5121719,-0.10110775,0.04056153,0.15592617642057038
SLC29A3,0.15486397,0.22118393,-0.06631996,0.04056153,0.15592617642057038
FADS1,0.09628563,0.20487092,-0.1085853,0.04056153,0.15592617642057038
C15orf57,0.87591046,1.0271884,-0.15127796,0.04056153,0.15592617642057038
SUCLG2,1.2661929,1.5224462,-0.25625324,0.04056153,0.15592617642057038
SNORA66,0.27566257,0.19268732,0.08297525,0.04056153,0.15592617642057038
BCCIP,1.1937869,1.4794682,-0.28568137,0.04056153,0.15592617642057038
GOLGA6L9,0.11614886,0.07671103,0.03943783,0.04056153,0.15592617642057038
GBP1P1,0.103455365,0.21087514,-0.107419774,0.04056153,0.15592617642057038
CIAPIN1,0.5796408,0.7481168,-0.16847599,0.04056153,0.15592617642057038
ZNF706,2.5356503,3.0385044,-0.5028541,0.04056153,0.15592617642057038
JRKL,0.13050765,0.18484358,-0.054335937,0.04056153,0.15592617642057038
PRR14,0.75394255,0.9585853,-0.20464277,0.04056153,0.15592617642057038
RP11-101E13.5,1.3245686,1.6574955,-0.33292687,0.04056153,0.15592617642057038
H3F3AP4,5.5295796,6.239476,-0.70989656,0.04056153,0.15592617642057038
KARS,1.711724,2.101907,-0.39018297,0.04056153,0.15592617642057038
OSTC,1.5044345,1.9101964,-0.40576196,0.04056153,0.15592617642057038
PYGB,0.6273929,0.8154087,-0.18801582,0.04056153,0.15592617642057038
