gene,mean_R,mean_NR,diff_R_minus_NR,p,padj
CYB561D2,1.0683461,1.6411593,-0.57281315,0.00029282365,0.004320927117932362
HELLS,0.9590163,1.4721959,-0.51317954,0.00029282365,0.004320927117932362
RPUSD1,0.3338554,0.53321886,-0.19936347,0.00029282365,0.004320927117932362
INPP1,0.34500718,0.64016944,-0.29516226,0.00029282365,0.004320927117932362
LIMS1,1.3248053,2.1939962,-0.86919093,0.00029282365,0.004320927117932362
FAM50A,1.0320063,1.5458226,-0.51381636,0.00029282365,0.004320927117932362
VKORC1,1.2123188,1.8890172,-0.67669845,0.00029282365,0.004320927117932362
LAMTOR3,0.850011,1.3664263,-0.51641536,0.00029282365,0.004320927117932362
YWHAE,3.301079,4.3658895,-1.0648105,0.00029282365,0.004320927117932362
NDUFC1,1.1886103,1.9195756,-0.73096526,0.00029282365,0.004320927117932362
NDUFAB1,1.2400056,2.0825815,-0.8425759,0.00029282365,0.004320927117932362
USP1,0.7445227,1.0743448,-0.32982206,0.00029282365,0.004320927117932362
BHLHE40-AS1,0.34006745,0.65496707,-0.31489962,0.00029282365,0.004320927117932362
GNGT2,0.2805067,0.5245687,-0.24406198,0.00029282365,0.004320927117932362
HIST1H2AM,0.19911693,0.42317027,-0.22405334,0.00029282365,0.004320927117932362
SNX1,1.9692762,2.6799757,-0.71069956,0.00029282365,0.004320927117932362
VPS25,0.74731284,1.342819,-0.59550613,0.00029282365,0.004320927117932362
NDUFB10,1.5743393,2.3726702,-0.7983309,0.00029282365,0.004320927117932362
TBK1,1.0415121,1.5240557,-0.4825436,0.00029282365,0.004320927117932362
RALB,0.51307786,0.91459715,-0.4015193,0.00029282365,0.004320927117932362
OIP5,0.09187388,0.24819939,-0.15632552,0.00029282365,0.004320927117932362
C3AR1,0.23786993,0.8140126,-0.57614267,0.00029282365,0.004320927117932362
ILVBL,0.43201202,0.7694318,-0.3374198,0.00029282365,0.004320927117932362
ACTR10,1.208131,1.7825313,-0.5744003,0.00029282365,0.004320927117932362
SPCS2P4,2.0395718,2.8464496,-0.80687785,0.00029282365,0.004320927117932362
WIBG,0.71704936,1.2337749,-0.51672554,0.00029282365,0.004320927117932362
TADA3,0.9870594,1.5490297,-0.5619703,0.00029282365,0.004320927117932362
NDUFS6,1.0894861,1.7387697,-0.6492835,0.00029282365,0.004320927117932362
MS4A1,1.5895209,0.50595516,1.0835657,0.00029282365,0.004320927117932362
PRR11,0.12537746,0.34206378,-0.21668632,0.00029282365,0.004320927117932362
C14orf142,0.34585765,0.61876315,-0.2729055,0.00029282365,0.004320927117932362
AC009469.1,0.0031256455,0.13653214,-0.13340649,0.00029713783,0.004380154076818174
TFEC,0.092410326,0.3695947,-0.27718437,0.00030515183,0.004493745971756818
AC004381.6,0.0563133,0.123775505,-0.067462206,0.00031772658,0.004534802370727926
ALDH1A1,0.032298096,0.109999225,-0.07770113,0.000318203,0.004534802370727926
URM1,0.8127233,1.2088401,-0.39611685,0.00031820446,0.004534802370727926
PSMD4,2.1117752,3.1613395,-1.0495644,0.00031820446,0.004534802370727926
AC015987.2,0.43073338,0.6723007,-0.24156731,0.00031820446,0.004534802370727926
PQLC3,0.95083374,1.3962715,-0.44543773,0.00031820446,0.004534802370727926
ATP5D,2.5805817,3.5209446,-0.94036293,0.00031820446,0.004534802370727926
ST3GAL4,0.12443096,0.27309048,-0.14865953,0.00031820446,0.004534802370727926
TM6SF1,0.109343626,0.38703406,-0.27769044,0.00031820446,0.004534802370727926
XRCC5,2.9309335,3.7951548,-0.86422133,0.00031820446,0.004534802370727926
PSMB9,4.09309,5.8906746,-1.7975845,0.00031820446,0.004534802370727926
FECH,0.31370807,0.55121255,-0.23750448,0.00031820446,0.004534802370727926
ARNT,1.0543227,1.5200447,-0.46572196,0.00031820446,0.004534802370727926
CCNG1,1.4155586,1.8386363,-0.4230777,0.00031820446,0.004534802370727926
SURF4,2.6669707,3.7777314,-1.1107607,0.00031820446,0.004534802370727926
TIMM8B,0.5427672,1.0801802,-0.53741294,0.00031820446,0.004534802370727926
KIAA2013,0.29543868,0.49779788,-0.2023592,0.00031820446,0.004534802370727926
TREX1,0.65900356,1.2073903,-0.54838675,0.00031820446,0.004534802370727926
RP11-570P14.1,0.24874385,0.38855764,-0.1398138,0.00031820446,0.004534802370727926
LILRB5,0.036092903,0.16344215,-0.12734924,0.00031820446,0.004534802370727926
HMGN2P5,1.7827845,2.3942993,-0.6115148,0.00031820446,0.004534802370727926
SLAMF7,1.850928,3.026939,-1.176011,0.00031820446,0.004534802370727926
BLVRB,0.37946236,0.88164943,-0.5021871,0.00031820446,0.004534802370727926
RUVBL2,0.775051,1.3257928,-0.5507418,0.00031820446,0.004534802370727926
MRPS7,1.2583181,1.8343996,-0.5760815,0.00031820446,0.004534802370727926
MRPL4,0.99000806,1.4740763,-0.4840682,0.00031820446,0.004534802370727926
RAN,4.523805,5.862512,-1.338707,0.00031820446,0.004534802370727926
TMPRSS3,0.13999534,0.31744924,-0.1774539,0.00031820446,0.004534802370727926
IL1R2,0.12469742,0.2322367,-0.10753928,0.00031820446,0.004534802370727926
HPRT1,0.9542861,1.6136519,-0.6593658,0.00031820446,0.004534802370727926
RHEBP1,0.46730536,0.7519502,-0.28464484,0.00031820446,0.004534802370727926
TAP1,4.0603304,5.535743,-1.4754128,0.00031820446,0.004534802370727926
PIN4,0.4356769,0.7499197,-0.3142428,0.00031820446,0.004534802370727926
HIST1H3B,0.04756933,0.20136549,-0.15379615,0.00033041654,0.004704241008937515
DSCC1,0.06941093,0.18959802,-0.1201871,0.0003430724,0.004780827538795995
C5orf30,0.11825911,0.25497204,-0.13671294,0.0003456336,0.004780827538795995
MTHFD2,1.8263031,3.1138592,-1.287556,0.0003456336,0.004780827538795995
SCAND1,1.9774688,2.704954,-0.72748506,0.0003456336,0.004780827538795995
GYS1,0.5627064,0.88220036,-0.31949395,0.0003456336,0.004780827538795995
CCDC51,0.24930166,0.44283295,-0.19353129,0.0003456336,0.004780827538795995
CTNNA1,0.68259335,1.3375735,-0.6549802,0.0003456336,0.004780827538795995
PFN1,8.588097,9.538779,-0.95068264,0.0003456336,0.004780827538795995
DDA1,0.81025445,1.1627417,-0.3524872,0.0003456336,0.004780827538795995
PLA2G16,0.7655542,1.3378476,-0.5722934,0.0003456336,0.004780827538795995
TROAP,0.119866736,0.3717399,-0.25187317,0.0003456336,0.004780827538795995
RPL36AL,4.4842587,5.503861,-1.0196023,0.0003456336,0.004780827538795995
COMMD3,1.3032984,1.9777378,-0.67443943,0.0003456336,0.004780827538795995
DSN1,0.28729498,0.49073413,-0.20343915,0.0003456336,0.004780827538795995
GZMH,1.8528754,3.4418542,-1.5889789,0.0003456336,0.004780827538795995
CLIC3,0.6578515,1.1715382,-0.5136867,0.0003456336,0.004780827538795995
EIF2B1,1.0139856,1.4530227,-0.43903708,0.0003456336,0.004780827538795995
CTD-2561B21.7,0.2992531,0.5183055,-0.21905237,0.0003456336,0.004780827538795995
BROX,2.1954458,2.8231611,-0.62771535,0.0003456336,0.004780827538795995
RP11-286N22.8,1.1587754,1.6625967,-0.50382125,0.0003456336,0.004780827538795995
YIF1B,0.8674912,1.5561928,-0.68870157,0.0003456336,0.004780827538795995
CCR5,1.1480483,2.1654148,-1.0173665,0.0003456336,0.004780827538795995
GGH,0.17284194,0.47022602,-0.29738408,0.0003456336,0.004780827538795995
SPCS2,2.62631,3.5321484,-0.90583825,0.0003456336,0.004780827538795995
ARL3,0.3249917,0.6215609,-0.29656917,0.0003456336,0.004780827538795995
HIST2H2AA4,1.6179132,2.606535,-0.9886217,0.0003456336,0.004780827538795995
LMNB1,0.4727151,0.8300435,-0.3573284,0.0003456336,0.004780827538795995
HIGD2A,2.746458,3.7271373,-0.9806793,0.0003456336,0.004780827538795995
RP1-20B21.4,0.5623482,0.9529597,-0.39061153,0.0003456336,0.004780827538795995
DTYMK,0.6105683,1.0105065,-0.39993823,0.0003456336,0.004780827538795995
NEK2,0.038873028,0.13259995,-0.09372692,0.0003738856,0.004991737809151167
USP41,0.07211423,0.2810621,-0.20894787,0.00037471086,0.004991737809151167
MS4A4A,0.073061235,0.5110341,-0.43797284,0.00037471086,0.004991737809151167
TMED1,0.39288965,0.66228366,-0.269394,0.000375262,0.004991737809151167
ADSS,1.3840522,1.916751,-0.53269887,0.000375262,0.004991737809151167
TUBB6,0.26097018,0.68789846,-0.42692828,0.000375262,0.004991737809151167
LDHA,5.8047895,7.4048014,-1.6000118,0.000375262,0.004991737809151167
TRAPPC2L,1.041861,1.610704,-0.5688429,0.000375262,0.004991737809151167
ACP2,0.40977275,0.79076314,-0.3809904,0.000375262,0.004991737809151167
HNRNPA3P5,0.22200558,0.3253671,-0.10336152,0.000375262,0.004991737809151167
CCL4,2.995401,4.96794,-1.972539,0.000375262,0.004991737809151167
SHMT2,0.95331055,1.4639161,-0.5106055,0.000375262,0.004991737809151167
VRK2,0.8602003,1.2625105,-0.40231025,0.000375262,0.004991737809151167
MEA1,1.2580967,1.912636,-0.65453935,0.000375262,0.004991737809151167
COX7A2,3.0407994,4.172571,-1.1317718,0.000375262,0.004991737809151167
YIPF3,1.3831757,2.064493,-0.6813172,0.000375262,0.004991737809151167
ARHGAP1,1.4665176,2.0938752,-0.6273576,0.000375262,0.004991737809151167
CBX3P9,0.32112953,0.49612805,-0.17499852,0.000375262,0.004991737809151167
POLD1,0.40854043,0.78868645,-0.38014603,0.000375262,0.004991737809151167
MTPN,1.13102,1.5799308,-0.44891083,0.000375262,0.004991737809151167
LAMTOR2,1.0521415,1.8317631,-0.7796216,0.000375262,0.004991737809151167
VBP1,0.85023534,1.2681459,-0.41791058,0.000375262,0.004991737809151167
EIF3M,2.7948496,3.763733,-0.9688833,0.000375262,0.004991737809151167
TMEM179B,1.5509882,2.3978555,-0.8468673,0.000375262,0.004991737809151167
GBP5,2.36142,3.9691994,-1.6077795,0.000375262,0.004991737809151167
SPON1,0.22516803,0.1204019,0.10476614,0.000375262,0.004991737809151167
SCLT1,0.6683088,0.9704324,-0.3021236,0.000375262,0.004991737809151167
KIF24,0.050034545,0.13233085,-0.082296304,0.000375262,0.004991737809151167
SF3B14,1.471255,2.1923401,-0.7210852,0.000375262,0.004991737809151167
ENSA,2.1044106,2.8083541,-0.7039435,0.000375262,0.004991737809151167
COPS3,1.2809482,1.8034151,-0.5224669,0.000375262,0.004991737809151167
TRIP4,0.5343579,0.84608996,-0.31173205,0.000375262,0.004991737809151167
EMC6,0.90817755,1.3450161,-0.43683857,0.000375262,0.004991737809151167
SUCLG1,1.2020288,1.8269898,-0.624961,0.000375262,0.004991737809151167
RP11-761I4.4,0.19723248,0.10190323,0.095329255,0.000375262,0.004991737809151167
HAT1,0.98857105,1.4967551,-0.5081841,0.000375262,0.004991737809151167
CPSF3L,1.4273272,1.9079572,-0.48063004,0.000375262,0.004991737809151167
SGOL2,0.1572397,0.3342407,-0.177001,0.000375262,0.004991737809151167
SNRPD1,1.5199991,2.3295116,-0.8095125,0.000375262,0.004991737809151167
SNRPG,1.9356371,2.7441561,-0.808519,0.000375262,0.004991737809151167
DOT1L,0.27128834,0.44701794,-0.1757296,0.000375262,0.004991737809151167
CD99,4.2983866,5.320094,-1.0217075,0.000375262,0.004991737809151167
FCAR,0.031543896,0.19713955,-0.16559565,0.0003819661,0.005076284102978585
MARCO,0.047674473,0.5684754,-0.52080095,0.00038667358,0.005134165851308757
CD300E,0.0736973,0.44683912,-0.37314183,0.00039903,0.005249618346453747
MVB12A,0.511671,0.82490146,-0.31323045,0.0004072514,0.005249618346453747
TBCB,2.424312,3.371318,-0.947006,0.0004072514,0.005249618346453747
FAM214B,0.17204201,0.36276168,-0.19071966,0.0004072514,0.005249618346453747
RAB1C,0.07071576,0.11900753,-0.048291765,0.0004072514,0.005249618346453747
TMEM208,0.90143216,1.487641,-0.5862088,0.0004072514,0.005249618346453747
RP11-550F7.1,0.36284775,0.5237382,-0.16089046,0.0004072514,0.005249618346453747
NUBP1,0.5514369,0.98252666,-0.43108976,0.0004072514,0.005249618346453747
CAT,1.0715406,1.6817116,-0.61017096,0.0004072514,0.005249618346453747
UBE2F,1.3123499,2.2245626,-0.9122127,0.0004072514,0.005249618346453747
NDUFA7,0.689557,1.2197386,-0.5301816,0.0004072514,0.005249618346453747
CD63,2.21752,3.6721177,-1.4545977,0.0004072514,0.005249618346453747
STX12,0.7245837,1.1543703,-0.42978662,0.0004072514,0.005249618346453747
TXNDC15,1.0194099,1.565727,-0.5463171,0.0004072514,0.005249618346453747
PBDC1,0.7872851,1.2009605,-0.41367543,0.0004072514,0.005249618346453747
LSM2,1.1929888,1.8880252,-0.6950364,0.0004072514,0.005249618346453747
NFIL3,0.26037064,0.4999167,-0.23954606,0.0004072514,0.005249618346453747
CENPO,0.25867584,0.44892517,-0.19024932,0.0004072514,0.005249618346453747
GALM,1.7200674,2.8685973,-1.1485299,0.0004072514,0.005249618346453747
HIST1H4F,0.08324987,0.20146762,-0.11821775,0.0004072514,0.005249618346453747
NDUFA8,0.6388761,1.1312029,-0.49232686,0.0004072514,0.005249618346453747
GNAI3,1.2394612,1.9024328,-0.6629716,0.0004072514,0.005249618346453747
RBM18,0.8151876,1.1628908,-0.34770322,0.0004072514,0.005249618346453747
PSMC5,2.9319284,3.7965195,-0.8645911,0.0004072514,0.005249618346453747
POP7,0.4185278,0.7599772,-0.3414494,0.0004072514,0.005249618346453747
GART,0.92703027,1.3880075,-0.46097726,0.0004072514,0.005249618346453747
EXOSC9,0.9109204,1.3903519,-0.4794315,0.0004072514,0.005249618346453747
RANGRF,0.82569516,1.2108105,-0.38511539,0.0004072514,0.005249618346453747
TSPAN17,0.44460085,0.85894597,-0.41434512,0.0004072514,0.005249618346453747
PRC1,0.3137504,0.5863715,-0.2726211,0.0004072514,0.005249618346453747
ABRACL,1.7825892,2.6074038,-0.82481456,0.0004072514,0.005249618346453747
MRPS34,1.546134,2.3326175,-0.7864835,0.0004072514,0.005249618346453747
RTFDC1,2.0304375,2.8228698,-0.7924323,0.0004072514,0.005249618346453747
ANLN,0.09738455,0.30798793,-0.21060339,0.0004411404,0.005467426687133529
NAA10,1.3906119,2.0693815,-0.6787696,0.00044177438,0.005467426687133529
ELMO2,1.0928378,1.578048,-0.48521018,0.00044177438,0.005467426687133529
OASL,1.4485545,2.6872067,-1.2386522,0.00044177438,0.005467426687133529
NAPRT1,1.0590587,1.8613225,-0.80226386,0.00044177438,0.005467426687133529
PSENEN,0.8394467,1.4113017,-0.571855,0.00044177438,0.005467426687133529
TOR1AIP2,1.7037231,2.2314641,-0.5277411,0.00044177438,0.005467426687133529
HNRNPA3,3.0139961,3.8078873,-0.7938912,0.00044177438,0.005467426687133529
C9orf64,0.19130552,0.44182435,-0.25051883,0.00044177438,0.005467426687133529
HLA-DPA1,5.1213474,6.776439,-1.6550918,0.00044177438,0.005467426687133529
TRPS1,0.8831528,1.3487157,-0.46556288,0.00044177438,0.005467426687133529
UCHL3,0.7799096,1.2155734,-0.43566382,0.00044177438,0.005467426687133529
ZYX,1.7009162,2.6099277,-0.9090115,0.00044177438,0.005467426687133529
JKAMP,0.86593854,1.3646631,-0.49872458,0.00044177438,0.005467426687133529
FAM117B,0.6266296,0.3122184,0.3144112,0.00044177438,0.005467426687133529
COQ5,0.41882315,0.7658319,-0.34700873,0.00044177438,0.005467426687133529
SLC29A1,0.18505883,0.53712523,-0.3520664,0.00044177438,0.005467426687133529
POLR3K,0.6515765,1.0766687,-0.42509222,0.00044177438,0.005467426687133529
MRPL40,0.54835093,0.91565776,-0.36730683,0.00044177438,0.005467426687133529
METTL2A,0.32227832,0.5348969,-0.21261859,0.00044177438,0.005467426687133529
KIAA0247,2.3370757,2.940901,-0.60382533,0.00044177438,0.005467426687133529
ARPC3P1,0.3466531,0.52097994,-0.17432684,0.00044177438,0.005467426687133529
IFI35,1.0853356,1.9825673,-0.8972317,0.00044177438,0.005467426687133529
IMMT,1.1861985,1.6398637,-0.45366526,0.00044177438,0.005467426687133529
CMC2,1.8808142,2.5967655,-0.7159513,0.00044177438,0.005467426687133529
NRM,0.27579716,0.5734364,-0.29763922,0.00044177438,0.005467426687133529
POLR1D,1.8868225,2.6034064,-0.71658397,0.00044177438,0.005467426687133529
CCNI2,0.12073267,0.20698741,-0.08625474,0.00044177438,0.005467426687133529
GLE1,0.6127601,0.97639465,-0.36363453,0.00044177438,0.005467426687133529
TRGV5,0.2918081,0.5533083,-0.2615002,0.00044177438,0.005467426687133529
PSMD13,2.1924114,3.1169293,-0.92451787,0.00044177438,0.005467426687133529
CMTM3,1.2036405,1.9059992,-0.7023587,0.00044177438,0.005467426687133529
HMGN2P4,0.17661743,0.30140007,-0.12478264,0.00044177438,0.005467426687133529
CD58,1.6276925,2.476669,-0.8489766,0.00044177438,0.005467426687133529
STOML2,1.2519009,1.8756359,-0.62373495,0.00044177438,0.005467426687133529
ADH5,0.89753145,1.4667329,-0.5692014,0.00044177438,0.005467426687133529
GGCT,0.47746018,0.8990077,-0.4215475,0.00044177438,0.005467426687133529
CENPF,0.3271873,0.5460984,-0.21891111,0.00044177438,0.005467426687133529
LPCAT3,0.90537196,1.3188653,-0.41349334,0.00044177438,0.005467426687133529
CHCHD2P2,0.07427485,0.12834875,-0.0540739,0.00044177438,0.005467426687133529
HMOX2,1.8208628,2.5115757,-0.6907129,0.00044177438,0.005467426687133529
HCST,3.4804327,5.056905,-1.576472,0.00044177438,0.005467426687133529
EIF3H,3.94214,4.806031,-0.8638911,0.00044177438,0.005467426687133529
PA2G4,2.2223399,2.9688118,-0.7464719,0.00044177438,0.005467426687133529
RAB34,0.17992109,0.605696,-0.42577493,0.00044177438,0.005467426687133529
TBC1D7,0.4837002,0.79219794,-0.30849776,0.00044177438,0.005467426687133529
SLC39A7,0.18352005,0.32797495,-0.1444549,0.00044177438,0.005467426687133529
PTRH1,0.33522564,0.5849845,-0.24975884,0.0004790134,0.005743039734122584
TMEM160,0.86308885,1.3720691,-0.5089803,0.0004790134,0.005743039734122584
UBAC1,0.26326647,0.50807494,-0.24480847,0.0004790134,0.005743039734122584
ACAA1,1.5841237,2.1911745,-0.6070508,0.0004790134,0.005743039734122584
INO80C,0.39309284,0.6227844,-0.22969154,0.0004790134,0.005743039734122584
ERH,1.5836083,2.3154647,-0.73185647,0.0004790134,0.005743039734122584
ERGIC3,2.1821954,3.0104115,-0.8282161,0.0004790134,0.005743039734122584
GTF2F1,1.2024008,1.6996511,-0.49725032,0.0004790134,0.005743039734122584
ATP5J,1.7698616,2.6951869,-0.9253253,0.0004790134,0.005743039734122584
TMUB1,0.65443087,0.97869843,-0.32426757,0.0004790134,0.005743039734122584
RP11-320A16.1,0.056010526,0.11176372,-0.055753198,0.0004790134,0.005743039734122584
MXD3,0.3341649,0.5759238,-0.24175891,0.0004790134,0.005743039734122584
CTSB,3.0115938,4.611875,-1.6002812,0.0004790134,0.005743039734122584
LSM1,0.995694,1.4793547,-0.48366076,0.0004790134,0.005743039734122584
MGRN1,1.0131483,1.4087996,-0.39565134,0.0004790134,0.005743039734122584
ANP32B,2.4957936,3.3729053,-0.8771117,0.0004790134,0.005743039734122584
KCNAB2,2.459074,3.2249281,-0.7658541,0.0004790134,0.005743039734122584
NDUFA1,2.3348517,3.2579834,-0.9231317,0.0004790134,0.005743039734122584
COX6A1P2,0.61998415,0.8539723,-0.23398817,0.0004790134,0.005743039734122584
CHST12,1.3438432,2.2000914,-0.85624814,0.0004790134,0.005743039734122584
AC073063.10,0.25872585,0.38985792,-0.13113207,0.0004790134,0.005743039734122584
MYCBP,0.6181216,1.0469071,-0.42878544,0.0004790134,0.005743039734122584
RTF1,1.0887034,1.4335477,-0.34484434,0.0004790134,0.005743039734122584
USP18,0.29635692,0.8869586,-0.5906017,0.0004790134,0.005743039734122584
PRR24,0.114637226,0.20040879,-0.08577156,0.0004790134,0.005743039734122584
DOCK5,0.33026522,0.80138427,-0.47111905,0.0004790134,0.005743039734122584
VDAC1P1,0.19573812,0.32108337,-0.12534525,0.0004790134,0.005743039734122584
MT1F,0.522819,1.090906,-0.56808704,0.0004790134,0.005743039734122584
C21orf33,1.7948322,2.406932,-0.6120999,0.0004790134,0.005743039734122584
PTMS,0.54695636,1.0413032,-0.4943468,0.0004790134,0.005743039734122584
TOR2A,0.4135544,0.7515891,-0.33803472,0.0004790134,0.005743039734122584
TIPIN,0.21877022,0.38707656,-0.16830634,0.0004790134,0.005743039734122584
PCGF6,0.171781,0.3253678,-0.1535868,0.0004790134,0.005743039734122584
MRPL24,0.771554,1.1592021,-0.3876481,0.0004790134,0.005743039734122584
DCAF12,0.5742475,0.98310727,-0.4088598,0.0004790134,0.005743039734122584
MGST3,1.1616788,1.8197347,-0.6580559,0.0004790134,0.005743039734122584
ERI1,0.6569234,1.0723481,-0.4154247,0.0004790134,0.005743039734122584
RAB10,1.8973806,2.71254,-0.8151593,0.0004790134,0.005743039734122584
TRIP13,0.0835183,0.21210091,-0.12858261,0.00051898236,0.005997541507782795
PPP1R7,1.2614903,1.8241814,-0.5626911,0.0005191644,0.005997541507782795
RBBP4P1,0.42444357,0.58721465,-0.16277108,0.0005191644,0.005997541507782795
HADHA,1.9407778,2.6422682,-0.7014904,0.0005191644,0.005997541507782795
AC007318.5,0.9207232,1.2548627,-0.33413947,0.0005191644,0.005997541507782795
PRKAG1,0.8538395,1.3787154,-0.5248759,0.0005191644,0.005997541507782795
AKR1B1,1.3540146,1.9393058,-0.58529115,0.0005191644,0.005997541507782795
DNAJC9,0.9456258,1.2691926,-0.3235668,0.0005191644,0.005997541507782795
C12orf52,0.3220737,0.5548716,-0.23279792,0.0005191644,0.005997541507782795
PFKP,1.5335201,2.3506427,-0.8171226,0.0005191644,0.005997541507782795
ATP6V1A,0.77439296,1.3468171,-0.5724242,0.0005191644,0.005997541507782795
MTFMT,0.41202807,0.6256716,-0.21364355,0.0005191644,0.005997541507782795
ASRGL1,0.07249657,0.20250432,-0.13000774,0.0005191644,0.005997541507782795
SMC3,1.5341477,2.0699658,-0.5358181,0.0005191644,0.005997541507782795
MRPL33,1.3342187,1.8796893,-0.5454706,0.0005191644,0.005997541507782795
MTCP1,0.24560238,0.4151866,-0.16958423,0.0005191644,0.005997541507782795
IDH3G,1.220596,1.8348004,-0.6142044,0.0005191644,0.005997541507782795
HMOX1,0.32839236,0.7891498,-0.46075746,0.0005191644,0.005997541507782795
TMEM242,0.34802705,0.53409475,-0.1860677,0.0005191644,0.005997541507782795
UTP11L,0.6236567,0.95507044,-0.33141375,0.0005191644,0.005997541507782795
SMS,0.84453946,1.4073899,-0.5628504,0.0005191644,0.005997541507782795
PSMB7,2.0671372,2.92639,-0.8592527,0.0005191644,0.005997541507782795
LINC00998,0.381641,0.78736293,-0.40572193,0.0005191644,0.005997541507782795
LILRB4,0.19074948,0.90570265,-0.7149532,0.0005191644,0.005997541507782795
PMM1,0.7029622,1.0695456,-0.3665834,0.0005191644,0.005997541507782795
PAFAH1B3,0.50986147,0.85031146,-0.34045,0.0005191644,0.005997541507782795
LXN,0.20898366,0.39659193,-0.18760827,0.0005191644,0.005997541507782795
AL353354.2,1.5279839,2.194922,-0.66693807,0.0005191644,0.005997541507782795
ALAS1,0.6442755,1.104294,-0.46001846,0.0005191644,0.005997541507782795
PHB,1.4061209,2.1409953,-0.73487437,0.0005191644,0.005997541507782795
AC005255.3,0.37512347,0.67430747,-0.299184,0.0005191644,0.005997541507782795
DOK2,2.2154803,3.4690948,-1.2536144,0.0005191644,0.005997541507782795
CTD-2369P2.12,0.28744665,0.4189235,-0.13147685,0.0005191644,0.005997541507782795
SMUG1,0.3598803,0.659638,-0.2997577,0.0005191644,0.005997541507782795
IFI16,3.9500217,5.1122084,-1.1621866,0.0005191644,0.005997541507782795
NUSAP1,0.6567178,1.274166,-0.6174482,0.0005191644,0.005997541507782795
SAR1B,1.4339956,1.9473141,-0.51331854,0.0005191644,0.005997541507782795
PPID,0.8916553,1.3174199,-0.42576456,0.0005191644,0.005997541507782795
WEE1,0.32601845,0.51361114,-0.18759269,0.0005191644,0.005997541507782795
EIF4HP1,0.87431043,1.1476942,-0.2733838,0.0005191644,0.005997541507782795
RP11-297L17.6,0.7222595,0.972512,-0.2502525,0.0005191644,0.005997541507782795
ARL6IP4,2.7798834,3.620413,-0.8405297,0.0005191644,0.005997541507782795
AL358333.1,0.7137422,1.0260844,-0.31234223,0.0005191644,0.005997541507782795
FAM127B,0.4395927,0.7242427,-0.28465,0.0005191644,0.005997541507782795
LSP1,4.9856863,6.296962,-1.3112755,0.0005191644,0.005997541507782795
RPL39L,0.27681535,0.48870027,-0.21188492,0.0005191644,0.005997541507782795
PMP22,0.059414353,0.41978148,-0.36036712,0.00055563916,0.006302632454895113
HIST1H3C,0.042100955,0.124462344,-0.082361385,0.0005585442,0.006302632454895113
GNB5,1.3344935,1.0091759,0.32531762,0.00056243397,0.006302632454895113
ACLY,1.4719292,2.0478573,-0.5759281,0.00056243397,0.006302632454895113
GLIPR2,1.4443914,2.3899126,-0.94552124,0.00056243397,0.006302632454895113
XPNPEP1,0.8865573,1.4091092,-0.52255195,0.00056243397,0.006302632454895113
SLC29A3,0.19139768,0.42593104,-0.23453335,0.00056243397,0.006302632454895113
ATP5G1,1.2481356,1.8960601,-0.64792454,0.00056243397,0.006302632454895113
LGALS9,1.3275979,2.3649464,-1.0373485,0.00056243397,0.006302632454895113
ODF3B,0.4561531,0.88202983,-0.42587674,0.00056243397,0.006302632454895113
FCGR3B,0.16160347,0.5188534,-0.35724998,0.00056243397,0.006302632454895113
NUDT5,1.4039837,2.080541,-0.6765572,0.00056243397,0.006302632454895113
LAMTOR5,1.9210012,2.696856,-0.7758548,0.00056243397,0.006302632454895113
BOLA2B,1.1900768,1.7644898,-0.57441294,0.00056243397,0.006302632454895113
GLRX,1.4359524,2.1608407,-0.7248883,0.00056243397,0.006302632454895113
GNA15,0.39514518,0.9649027,-0.5697575,0.00056243397,0.006302632454895113
CCNB1,0.1866236,0.46457195,-0.27794835,0.00056243397,0.006302632454895113
EZH2,1.1329135,1.8325478,-0.6996343,0.00056243397,0.006302632454895113
ARFRP1,0.8808015,1.3943714,-0.5135699,0.00056243397,0.006302632454895113
AC009133.14,0.09041851,0.13651383,-0.04609532,0.00056243397,0.006302632454895113
AC103965.1,0.13659479,0.079941854,0.056652933,0.00056243397,0.006302632454895113
BTBD10,0.57917315,0.84637403,-0.2672009,0.00056243397,0.006302632454895113
DNAJC25-GNG10,0.08761792,0.18345204,-0.09583412,0.00056243397,0.006302632454895113
TMED3,0.8644883,1.3732228,-0.5087345,0.00056243397,0.006302632454895113
MRTO4,0.2500126,0.48594025,-0.23592764,0.00056243397,0.006302632454895113
NUDC,2.5615904,3.3108675,-0.7492771,0.00056243397,0.006302632454895113
YY1AP1,1.3992202,1.8498436,-0.4506234,0.00056243397,0.006302632454895113
KDELR1,0.9206594,1.5346891,-0.61402965,0.00056243397,0.006302632454895113
C12orf76,0.36137202,0.56411165,-0.20273963,0.00056243397,0.006302632454895113
EIF2S2P4,0.48184204,0.69577485,-0.21393281,0.00056243397,0.006302632454895113
MYOF,0.09553039,0.39391997,-0.29838958,0.00056243397,0.006302632454895113
TMCO1,1.9849389,2.7355871,-0.75064826,0.00056243397,0.006302632454895113
SUPT4H1,1.1363616,1.6548388,-0.5184772,0.00056243397,0.006302632454895113
POLR2G,1.7006516,2.5168533,-0.8162017,0.00056243397,0.006302632454895113
TRIM59,1.408084,1.9275806,-0.51949656,0.00056243397,0.006302632454895113
SMCO4,0.37293398,0.8898882,-0.51695424,0.00056243397,0.006302632454895113
WDSUB1,0.29391485,0.5199849,-0.22607005,0.00056243397,0.006302632454895113
